id,date,ligne,four,probleme,equipement,famille,duree_min,source,famille_norm,equipement_norm,famille_affichage,equipement_affichage
194,2024-04-06,L11,Four 1,changement rippeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
195,2024-04-06,L11,Four 1,Serrage d'adapteur,adapteur,Section n°6,15.0,import_2024,section n°6,adapteur,Section n°6,adapteur
196,2024-04-07,L11,Four 1,Serrage d'adapteur,adapteur,Section n°6,15.0,import_2024,section n°6,adapteur,Section n°6,adapteur
197,2024-04-07,L11,Four 1,changement distributeur,distributeur,Section n°6,20.0,import_2024,section n°6,distributeur,Section n°6,Distributeur
198,2024-04-08,L11,Four 1,Problème au niveau de monté et descente de la chemise,Chemise,Machine,375.0,import_2024,machine,chemise,Machine,Chemise
199,2024-04-09,L11,Four 1,Serrage d'adapteur,adapteur,Section n°4,15.0,import_2024,section n°4,adapteur,Section n°4,adapteur
200,2024-04-09,L11,Four 1,Registre d'air,registre d'air,Section n°1,45.0,import_2024,section n°1,registre d'air,Section n°1,registre d'air
201,2024-04-09,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°2,15.0,import_2024,section n°2,rippeur,Section n°2,rippeur
202,2024-04-09,L11,Four 1,"Arret plongeur, ciseaux et scoop",Mécanisme ciseaux,Machine,15.0,import_2024,machine,mécanisme ciseaux,Machine,Mécanisme ciseaux
203,2024-04-09,L11,Four 1,Décalage poids,poids,Machine,15.0,import_2024,machine,poids,Machine,Poids
204,2024-04-10,L11,Four 1,Serrage d'adapteur,adapteur,Section n°1,20.0,import_2024,section n°1,adapteur,Section n°1,adapteur
205,2024-04-11,L11,Four 1,Changement bras de transfert,bras transfert,Section n°3,15.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
206,2024-04-11,L11,Four 1,Panne éléctrique,AEE,Section n°3,40.0,import_2024,section n°3,aee,Section n°3,AEE
207,2024-04-11,L11,Four 1,Changement support tete de gonflage,gonflage,Section n°7,15.0,import_2024,section n°7,gonflage,Section n°7,gonflage
208,2024-04-12,L11,Four 1,Changement support de compression,compression,Section n°1,20.0,import_2024,section n°1,compression,Section n°1,compression
209,2024-04-12,L11,Four 1,Serrage d'adapteur,adapteur,Section n°8,15.0,import_2024,section n°8,adapteur,Section n°8,adapteur
210,2024-04-12,L11,Four 1,Changement bras de transfert,bras transfert,Section n°8,25.0,import_2024,section n°8,bras transfert,Section n°8,bras transfert
211,2024-04-12,L11,Four 1,Serrage d'adapteur,adapteur,Section n°1,45.0,import_2024,section n°1,adapteur,Section n°1,adapteur
212,2024-04-13,L11,Four 1,Serrage d'adapteur,adapteur,Section n°1,20.0,import_2024,section n°1,adapteur,Section n°1,adapteur
213,2024-04-13,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°8,15.0,import_2024,section n°8,rippeur,Section n°8,rippeur
214,2024-04-13,L11,Four 1,Changement bras de transfert,bras transfert,Section n°3,20.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
215,2024-04-14,L11,Four 1,Changement bras de transfert,bras transfert,Section n°4,25.0,import_2024,section n°4,bras transfert,Section n°4,bras transfert
216,2024-04-14,L11,Four 1,Changement de rippeur,rippeur,Section n°8,15.0,import_2024,section n°8,rippeur,Section n°8,rippeur
217,2024-04-15,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,45.0,import_2024,section n°6,rippeur,Section n°6,rippeur
218,2024-04-06,L11,Four 1,Changement de porte pinçette,pincette,Section n°8,10.0,import_2024,section n°8,pincette,Section n°8,pincette
219,2024-04-06,L11,Four 1,Changement de rippeur,rippeur,Section n°2,15.0,import_2024,section n°2,rippeur,Section n°2,rippeur
220,2024-04-06,L11,Four 1,Réparation de ripeur,rippeur,Section n°2,20.0,import_2024,section n°2,rippeur,Section n°2,rippeur
221,2024-04-06,L11,Four 1,Variation de mouvement du bras transfert,bras transfert,Section n°3,40.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
222,2024-04-17,L11,Four 1,Changement bras de transfert,bras transfert,Section n°3,25.0,import_2024,section n°3,bras transfert,Section n°3,bras transfert
223,2024-04-18,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,20.0,import_2024,section n°6,rippeur,Section n°6,rippeur
224,2024-04-19,L11,Four 1,Serrage et fixation de ventilation coté finisseur,ventillation,Section n°4,10.0,import_2024,section n°4,ventillation,Section n°4,ventillation
225,2024-04-20,L11,Four 1,Panne éléctrique,AEE,Section n°3,30.0,import_2024,section n°3,aee,Section n°3,AEE
226,2024-04-20,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,40.0,import_2024,section n°6,rippeur,Section n°6,rippeur
227,2024-04-20,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°8,40.0,import_2024,section n°8,rippeur,Section n°8,rippeur
228,2024-04-20,L11,Four 1,Changement de flexible Verti-Flow,verti-flow,Section n°8,15.0,import_2024,section n°8,verti-flow,Section n°8,verti-flow
229,2024-04-21,L11,Four 1,Réparation de ripeur,rippeur,Section n°3,60.0,import_2024,section n°3,rippeur,Section n°3,rippeur
230,2024-04-21,L11,Four 1,Réparation de ripeur,rippeur,Section n°6,60.0,import_2024,section n°6,rippeur,Section n°6,rippeur
231,2024-04-22,L11,Four 1,Panne éléctrique,AEE,Section n°3,30.0,import_2024,section n°3,aee,Section n°3,AEE
232,2024-04-26,L11,Four 1,Arret de convoyeur mise à l'arche,Mise a l'arche,Mise a l'arche,35.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
233,2024-04-26,L11,Four 1,Changement de rippeur,rippeur,Section n°6,10.0,import_2024,section n°6,rippeur,Section n°6,rippeur
234,2024-04-27,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°6,35.0,import_2024,section n°6,rippeur,Section n°6,rippeur
235,2024-04-27,L11,Four 1,Variation de mouvement du bras transfert,bras transfert,Section n°2,30.0,import_2024,section n°2,bras transfert,Section n°2,bras transfert
236,2024-04-28,L11,Four 1,Changement du bras Take-Out,take-out,Section n°6,25.0,import_2024,section n°6,take-out,Section n°6,take-out
237,2024-04-30,L11,Four 1,Serrage d'adapteur,adapteur,Section n°4,15.0,import_2024,section n°4,adapteur,Section n°4,adapteur
238,2024-05-01,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,20.0,import_2024,section n°1,rippeur,Section n°1,rippeur
239,2024-05-01,L11,Four 1,Coinçement de mise à l'arche,Mise a l'arche,Mise a l'arche,15.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
240,2024-05-03,L11,Four 1,Arret de mise a l'arche,Mise a l'arche,Mise a l'arche,5.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
241,2024-05-04,L11,Four 1,changement bras de transfert,Bras de transfert,Section n°3,20.0,import_2024,section n°3,bras de transfert,Section n°3,bras de transfert
242,2024-05-04,L11,Four 1,Changement de rippeur,rippeur,Section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
243,2024-05-04,L11,Four 1,Changement de rippeur,rippeur,Section n°5,15.0,import_2024,section n°5,rippeur,Section n°5,rippeur
244,2024-05-05,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°5,30.0,import_2024,section n°5,rippeur,Section n°5,rippeur
245,2024-05-05,L11,Four 1,Mauvaise fonctionnement de rippeur,rippeur,Section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
246,2024-05-05,L11,Four 1,Changement tete de compression,téte comprssion,Section n°6,45.0,import_2024,section n°6,téte comprssion,Section n°6,téte comprssion
247,2024-05-05,L11,Four 1,Coincement rippeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
248,2024-05-05,L11,Four 1,Coincement rippeur,rippeur,Section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
249,2024-05-06,L11,Four 1,Panne éléctrique,Section n°4,Section n°4,25.0,import_2024,section n°4,section n°4,Section n°4,Section n°4
250,2024-05-06,L11,Four 1,Coincement rippeur,Section n°2,ripeur,15.0,import_2024,ripeur,section n°2,ripeur,Section n°2
251,2024-05-06,L11,Four 1,Mise a l'arche,Mise a l'arche,Mise a l'arche,10.0,import_2024,mise a l'arche,mise a l'arche,Mise a l'arche,Mise a l'arche
252,2024-05-06,L11,Four 1,Machine,Machine,Machine,10.0,import_2024,machine,machine,Machine,Machine
253,2024-05-08,L11,Four 1,Serrage d'adapteur,Adapteur,section n°3,20.0,import_2024,section n°3,adapteur,Section n°3,adapteur
254,2024-05-08,L11,Four 1,Patinage de convoyeur,convoyeur mise a l'arche,convoyeur mise a l'arche,20.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
255,2024-05-08,L11,Four 1,Changement de palier,palier,Section n°6,60.0,import_2024,section n°6,palier,Section n°6,palier
256,2024-05-09,L11,Four 1,Mauvais contact de la bobine Verti-Flow,verti-flow,Section n°7,30.0,import_2024,section n°7,verti-flow,Section n°7,verti-flow
257,2024-05-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°5,35.0,import_2024,section n°5,rippeur,Section n°5,rippeur
258,2024-05-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°6,20.0,import_2024,section n°6,rippeur,Section n°6,rippeur
259,2024-05-09,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,25.0,import_2024,section n°3,rippeur,Section n°3,rippeur
260,2024-05-10,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
261,2024-05-10,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
262,2024-05-10,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,20.0,import_2024,section n°1,rippeur,Section n°1,rippeur
263,2024-05-10,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°6,10.0,import_2024,section n°6,rippeur,Section n°6,rippeur
264,2024-05-10,L11,Four 1,Panne électrique,Panne électrique,Section n°4,30.0,import_2024,section n°4,panne électrique,Section n°4,Panne électrique
265,2024-05-11,L11,Four 1,Patinage de convoyeur,convoyeur mise a l'arche,convoyeur mise a l'arche,25.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
266,2024-05-11,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,40.0,import_2024,section n°1,rippeur,Section n°1,rippeur
267,2024-05-11,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
268,2024-05-11,L11,Four 1,Patinage de convoyeur,convoyeur mise a l'arche,convoyeur mise a l'arche,15.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
269,2024-05-11,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°6,10.0,import_2024,section n°6,rippeur,Section n°6,rippeur
270,2024-05-12,L11,Four 1,Panne électrique,Panne électrique,section n°3,80.0,import_2024,section n°3,panne électrique,Section n°3,Panne électrique
271,2024-05-12,L11,Four 1,Chemise endommagés,Chemise,Machine,345.0,import_2024,machine,chemise,Machine,Chemise
272,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,25.0,import_2024,section n°1,rippeur,Section n°1,rippeur
273,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°5,45.0,import_2024,section n°5,rippeur,Section n°5,rippeur
274,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°6,25.0,import_2024,section n°6,rippeur,Section n°6,rippeur
275,2024-05-13,L11,Four 1,Panne électrique,Panne électrique,section n°3,15.0,import_2024,section n°3,panne électrique,Section n°3,Panne électrique
276,2024-05-13,L11,Four 1,changement support compression,support compression,section n°3,8.0,import_2024,section n°3,support compression,Section n°3,support compression
277,2024-05-13,L11,Four 1,Convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,10.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
278,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°1,30.0,import_2024,section n°1,rippeur,Section n°1,rippeur
279,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°2,30.0,import_2024,section n°2,rippeur,Section n°2,rippeur
280,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,20.0,import_2024,section n°3,rippeur,Section n°3,rippeur
281,2024-05-13,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°5,30.0,import_2024,section n°5,rippeur,Section n°5,rippeur
282,2024-05-13,L11,Four 1,Convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,10.0,import_2024,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche,convoyeur mise a l'arche
283,2024-05-15,L11,Four 1,changement rippeur,rippeur,Section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
284,2024-05-16,L11,Four 1,Changement de support tete de gonflage,Support tete de gonflage,Section n°7,15.0,import_2024,section n°7,support tete de gonflage,Section n°7,Support tete de gonflage
285,2024-05-16,L11,Four 1,Changement de support tete de gonflage,Support tete de gonflage,Section n°2,15.0,import_2024,section n°2,support tete de gonflage,Section n°2,Support tete de gonflage
286,2024-05-17,L11,Four 1,Ajustement de niveau bras transfert,Bras de transfert,Section n°6,30.0,import_2024,section n°6,bras de transfert,Section n°6,bras de transfert
287,2024-05-17,L11,Four 1,Mauvaise fonctionnement de distributeur,Distributeur,section n°3,15.0,import_2024,section n°3,distributeur,Section n°3,Distributeur
288,2024-05-17,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,90.0,import_2024,section n°3,rippeur,Section n°3,rippeur
289,2024-05-17,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
290,2024-05-18,L11,Four 1,Serrage adapteur poincon,Adapteur,section n°3,15.0,import_2024,section n°3,adapteur,Section n°3,adapteur
291,2024-05-18,L11,Four 1,changement rippeur,rippeur,section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
292,2024-05-20,L11,Four 1,Changement de support porte pinçettes,pincettes,Section n°2,25.0,import_2024,section n°2,pincettes,Section n°2,pincettes
293,2024-05-21,L11,Four 1,Serrage adapteur poincon,Adapteur,section n°6,15.0,import_2024,section n°6,adapteur,Section n°6,adapteur
294,2024-05-21,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°1,15.0,import_2024,section n°1,rippeur,Section n°1,rippeur
295,2024-05-21,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°3,15.0,import_2024,section n°3,rippeur,Section n°3,rippeur
296,2024-05-23,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°3,30.0,import_2024,section n°3,rippeur,Section n°3,rippeur
297,2024-05-23,L11,Four 1,Changement charnieres Eb,charnieres,section n°6,15.0,import_2024,section n°6,charnieres,Section n°6,charnieres
298,2024-05-23,L11,Four 1,Changement support de compression,support compression,section n°6,15.0,import_2024,section n°6,support compression,Section n°6,support compression
299,2024-05-23,L11,Four 1,Changement de distributeur bloc valve,Distributeur,section n°1,15.0,import_2024,section n°1,distributeur,Section n°1,Distributeur
300,2024-05-23,L11,Four 1,chute de courant,chute de courant,Machine,150.0,import_2024,machine,chute de courant,Machine,chute de courant
301,2024-05-23,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°5,10.0,import_2024,section n°5,rippeur,Section n°5,rippeur
302,2024-05-23,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,Section n°3,10.0,import_2024,section n°3,rippeur,Section n°3,rippeur
303,2024-05-23,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°6,10.0,import_2024,section n°6,rippeur,Section n°6,rippeur
304,2024-05-24,L11,Four 1,Changement bras du take-out,Take-out,section n°2,20.0,import_2024,section n°2,take-out,Section n°2,take-out
305,2024-05-24,L11,Four 1,Ajustement de position du mécanisme compression,compression,section n°6,25.0,import_2024,section n°6,compression,Section n°6,compression
306,2024-05-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°2,20.0,import_2024,section n°2,rippeur,Section n°2,rippeur
307,2024-05-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°4,20.0,import_2024,section n°4,rippeur,Section n°4,rippeur
308,2024-05-24,L11,Four 1,Mauvaise fonctionnement de ripeur,rippeur,section n°8,20.0,import_2024,section n°8,rippeur,Section n°8,rippeur
309,2024-05-24,L11,Four 1,Changement de médiane,Médiane,section n°4,8.0,import_2024,section n°4,médiane,Section n°4,Médiane
310,2024-05-24,L11,Four 1,Changement de médiane,Médiane,section n°6,8.0,import_2024,section n°6,médiane,Section n°6,Médiane
311,2024-05-24,L11,Four 1,Changement de médiane,Médiane,section n°7,8.0,import_2024,section n°7,médiane,Section n°7,Médiane
